Unnamed: 0,outcome,ss-1,ts-1,knocks-1,tkd-lnd-1,tkd-att-1,sub-att-1,h-tar-1,b-tar-1,l-tar-1,dist-pos-1,clinch-pos-1,ground-pos-1,r1-ts-1,r1-ss-1,r2-ts-1,r2-ss-1,r3-ts-1,r3-ss-1,r4-ts-1,r4-ss-1,r5-ts-1,r5-ss-1,r1-td-1,r2-td-1,r3-td-1,r4-td-1,r5-td-1,r1-kd-1,r2-kd-1,r3-kd-1,r4-kd-1,r5-kd-1,age-1,height-1,weight-1,reach-1,leg_reach-1,ranking-1,ss-2,ts-2,knocks-2,tkd-lnd-2,tkd-att-2,sub-att-2,h-tar-2,b-tar-2,l-tar-2,dist-pos-2,clinch-pos-2,ground-pos-2,r1-ts-2,r1-ss-2,r2-ts-2,r2-ss-2,r3-ts-2,r3-ss-2,r4-ts-2,r4-ss-2,r5-ts-2,r5-ss-2,r1-td-2,r2-td-2,r3-td-2,r4-td-2,r5-td-2,r1-kd-2,r2-kd-2,r3-kd-2,r4-kd-2,r5-kd-2,age-2,height-2,weight-2,reach-2,leg_reach-2,ranking-2
50,0,6,6,0,0,0.0,0,4,2,0,6,0,0,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,67.0,135.0,66.5,40.5,1500.0,21,21,1,0,,0,12,8,1,16,0,5,34,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
51,1,11,11,1,0,0.0,0,6,2,3,9,0,2,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,76.0,205.0,77.0,43.5,1942.8110017929664,5,5,0,0,,0,0,1,4,5,0,0,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,76.0,206.0,77.0,43.5,1776.2273921769863
52,1,12,12,0,2,4.0,1,3,1,8,9,0,3,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,74.0,205.0,74.0,43.0,1689.6555163339538,10,10,0,0,0.0,0,9,0,1,10,0,0,14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,74.0,206.0,72.5,42.0,1294.7975895207749
53,1,65,73,0,3,6.0,1,29,16,20,58,4,3,56,32,42.0,29.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,67.0,146.0,68.0,38.0,1785.9340650137954,43,68,0,0,0.0,0,36,6,1,38,0,5,43,16,58.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,68.0,147.0,70.0,39.0,1387.5107933827376
54,0,18,28,0,0,0.0,3,11,4,3,15,2,1,20,9,16.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,71.5,170.0,73.0,43.0,2147.1284142506297,31,73,0,3,,1,28,1,2,29,2,0,32,18,14.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,75.0,171.0,80.0,45.0,3397.1944186159462
55,1,26,33,0,1,1.0,1,13,9,4,23,3,0,61,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,155.0,73.0,43.0,1832.1002690695964,15,15,0,0,0.0,0,7,1,7,14,0,1,42,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,72.0,155.5,72.5,42.0,1464.7504570841072
56,1,81,101,0,1,4.0,0,44,35,2,70,10,1,62,37,39.0,16.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,76.0,205.5,79.0,43.0,1795.990689181618,43,62,0,2,8.0,0,21,12,10,39,4,0,33,15,19.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,205.0,77.5,44.0,1512.7439906385732
57,1,12,20,1,0,0.0,0,8,1,3,8,0,4,36,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,75.0,203.0,78.0,45.0,1663.1721625787147,7,7,0,0,,0,0,0,7,7,0,0,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,72.0,185.5,73.0,39.0,1909.38497851158
58,1,43,47,0,3,16.0,0,32,7,4,40,3,0,8,3,27.0,15.0,54.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,72.0,169.7,74.0,39.0,1277.2533501309067,46,55,0,0,0.0,1,32,8,6,37,9,0,10,5,33.0,10.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.0,156.0,74.0,41.0,1271.3266820725164
59,1,62,126,0,2,14.0,1,48,8,6,15,4,43,75,43,14.0,8.0,22.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,67.0,135.5,69.0,39.0,1653.9665523104134,43,62,0,1,7.0,0,26,7,10,27,16,0,27,12,35.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,68.0,136.0,74.0,35.0,1348.2959169819435
60,1,41,99,0,5,7.0,0,34,6,1,12,1,28,32,10,32.0,17.0,24.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,69.0,134.5,68.5,40.5,1570.2549332412373,48,75,0,0,0.0,1,31,5,12,46,1,1,36,24,25.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,135.5,69.0,38.5,1910.4673956271104
61,1,29,30,0,0,0.0,0,23,2,4,11,12,6,49,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,3,3,0,0,,0,2,1,0,2,1,0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,72.0,236.5,78.0,43.5,1500.0
62,0,30,67,0,0,0.0,0,14,12,4,25,5,0,21,15,20.0,9.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,61.0,115.5,61.5,34.0,1830.047847807376,44,110,0,5,,1,29,7,8,23,9,12,48,24,36.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,64.0,115.5,67.0,35.5,1653.7035099996303
63,1,21,62,0,1,4.0,1,16,4,1,20,1,0,20,14,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,71.0,156.0,72.0,42.5,2306.4509113720223,27,30,0,0,0.0,0,8,5,14,25,2,0,38,17,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,70.0,156.0,71.5,41.0,1679.494624976369
64,1,26,122,0,6,12.0,0,19,7,0,24,1,1,10,3,16.0,9.0,38.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,63.0,115.0,64.0,37.0,1580.62221495438,37,89,0,1,2.0,0,27,5,5,33,4,0,13,7,14.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,61.0,115.0,61.0,36.0,1634.7330172063423
65,1,7,23,0,2,2.0,1,6,1,0,3,0,4,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,74.0,205.0,78.0,44.0,1560.3105082030954,8,8,0,0,0.0,0,5,1,2,8,0,0,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,75.0,206.0,81.0,40.5,1367.0025117911894
66,1,114,116,1,0,0.0,0,88,20,6,107,5,2,47,20,109.0,67.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,66.5,145.2,69.5,40.0,1569.2575216638786,44,45,0,0,,0,35,3,6,44,0,0,63,17,79.0,14.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,68.0,130.0,69.0,37.5,1626.0957450440535
67,1,74,76,1,0,0.0,0,51,23,0,62,9,3,134,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,72.0,145.5,74.0,43.5,1500.0,20,21,0,0,,0,14,6,0,19,1,0,61,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
68,1,107,127,0,0,0.0,0,71,34,2,84,23,0,42,21,65.0,44.0,65.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,68.0,145.0,70.5,38.0,1560.37969948698,67,69,0,0,,0,40,20,7,60,7,0,62,25,65.0,20.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,70.0,146.0,71.74353448275862,40.03962201591512,1366.431027743812
69,0,17,25,0,0,0.0,0,9,3,5,16,1,0,11,8,17.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,28,164,1,0,,0,22,2,4,10,4,14,9,4,12.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,73.0,246.5,74.0,40.0,1342.1570508406269
70,1,43,47,1,2,2.0,0,26,11,6,41,1,1,46,20,43.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,64.0,125.5,67.0,36.0,1445.95444205764,47,47,0,0,0.0,0,26,12,9,47,0,0,59,27,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,65.0,126.0,65.5,37.0,1340.953472228313
71,0,27,31,0,2,6.0,0,19,5,3,20,3,4,29,22,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,69.0,156.0,71.0,39.0,1072.516750313394,20,44,0,2,6.0,1,10,4,6,15,1,4,30,17,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,69.0,170.0,71.0,39.0,1417.364285992831
72,1,32,86,1,0,0.0,0,21,10,1,27,3,2,50,24,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,68.0,136.0,71.0,43.5,1508.8513127421215,31,56,0,2,,0,17,10,4,23,7,1,44,18,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,68.0,136.0,67.0,40.0,1328.9886192719882
73,0,70,128,1,2,5.0,0,33,30,7,49,11,10,61,35,46.0,30.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,72.0,185.0,72.0,40.0,1533.5735502513528,78,98,0,2,5.0,1,51,8,19,62,9,7,46,33,40.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,72.0,189.5,75.0,39.0,1347.4911918515809
74,1,30,108,0,3,6.0,1,19,9,2,16,5,9,37,16,20.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,66.0,125.5,65.5,39.0,1509.596710688493,33,64,0,3,6.0,0,14,9,10,30,2,1,48,21,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,65.0,134.5,69.0,38.0,1633.2242230592135
75,1,105,144,0,0,0.0,0,44,47,14,83,22,0,36,21,54.0,41.0,69.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,67.0,144.5,69.0,38.0,1550.0,106,155,1,1,,0,62,43,1,61,44,1,89,42,83.0,32.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,66.0,155.0,71.74353448275862,40.03962201591512,1450.0
76,0,42,58,0,0,0.0,0,22,8,12,42,0,0,42,24,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,76.0,185.0,80.0,44.5,2146.205141739028,36,52,0,2,,0,33,2,1,18,2,16,23,9,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,74.0,186.0,75.0,41.0,1703.731801175055
77,1,12,12,1,0,0.0,1,8,0,4,11,0,1,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,65.0,126.0,66.0,37.5,1291.7086983286474,5,5,0,0,,0,4,0,1,5,0,0,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,65.0,125.5,65.0,38.0,2143.9781814257085
78,1,0,0,0,1,2.0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,73.0,171.0,75.5,43.0,1994.9190025564064,1,1,0,1,2.0,0,0,1,0,0,1,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,72.0,170.5,76.0,42.5,1469.6038110438055
79,0,17,18,0,0,0.0,0,13,2,2,16,1,0,46,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,73.0,145.0,74.5,41.0,1377.3879724498534,29,30,2,0,,0,18,3,8,25,2,2,48,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
80,0,16,16,0,3,7.0,0,10,3,3,14,2,0,24,7,20.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,94,107,2,0,0.0,0,54,22,18,75,17,2,47,22,63.0,44.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,78.0,186.0,79.0,47.0,1537.084593135485
81,1,13,15,0,0,0.0,0,12,1,0,5,0,8,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,70.0,156.0,73.5,40.0,1756.3928202346435,1,1,0,0,,0,0,0,1,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,71.0,155.5,71.0,41.0,1309.5115714324604
82,0,32,46,1,0,0.0,2,16,10,6,22,4,6,39,20,16.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,75.0,155.5,75.5,42.0,1492.6675360348147,34,93,0,3,,0,27,5,2,12,2,20,32,11,29.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,69.0,163.0,69.0,39.5,1544.650115673136
83,0,11,13,0,0,0.0,0,3,5,3,11,0,0,32,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,73.0,155.0,74.0,41.0,1972.001783873988,13,19,1,0,,0,6,2,5,7,6,0,22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,69.0,155.0,72.0,43.5,1472.590010128984
84,0,47,85,0,0,0.0,0,22,20,5,36,11,0,22,8,50.0,19.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,75.0,256.0,78.0,46.0,1429.494616172577,30,49,0,3,,0,24,6,0,18,6,6,15,9,26.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,75.0,250.0,71.74353448275862,40.03962201591512,1552.5777120043858
85,1,25,25,1,0,0.0,0,16,3,6,25,0,0,66,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,8,8,0,0,,0,3,3,2,8,0,0,33,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,125.5,66.0,37.5,1554.0090079166678
86,1,63,90,1,0,0.0,0,30,21,12,43,2,18,54,22,65.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,76.0,205.5,79.0,43.0,1795.990689181618,28,36,0,0,,0,15,6,7,23,5,0,36,16,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,74.0,206.0,74.5,41.5,1419.5455420063006
87,0,44,52,0,2,5.0,0,33,7,4,38,2,4,55,12,35.0,15.0,49.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,66.0,135.5,69.0,38.0,1318.710050181916,71,73,1,0,0.0,0,63,6,2,67,0,4,46,16,29.0,15.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,67.0,136.0,70.0,38.0,1855.544107747568
88,1,73,137,0,6,10.0,2,32,25,16,53,12,8,59,29,51.0,28.0,40.0,16.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,64.0,115.5,67.0,35.5,1653.7035099996303,37,72,0,0,0.0,0,13,15,9,31,6,0,23,16,20.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,115.5,65.5,38.0,1303.800283372772
89,1,86,124,0,9,10.0,0,47,33,6,80,1,5,31,11,37.0,17.0,50.0,25.0,35.0,21.0,36.0,12.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,67.0,145.5,72.5,36.0,1753.8246000746772,89,89,0,0,0.0,0,45,24,20,89,0,0,49,14,57.0,24.0,48.0,23.0,39.0,16.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,69.0,146.0,73.5,39.0,1965.808935154505
90,1,100,113,0,0,0.0,0,65,31,4,90,10,0,56,33,70.0,35.0,51.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,61,107,0,1,,0,48,13,0,58,3,0,59,20,81.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,68.0,145.5,69.0,38.0,1569.8910560986903
91,1,27,33,0,0,0.0,0,17,4,6,27,0,0,12,5,24.0,10.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,12,25,0,0,,0,4,4,4,10,2,0,11,4,26.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,75.0,170.0,78.0,43.0,1650.4973667275992
92,1,10,10,1,0,0.0,0,9,0,1,2,0,8,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,72.5,206.0,73.5,44.5,1630.9855192779553,0,0,0,0,,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,78.0,245.0,80.0,44.0,1147.5249297640887
93,0,10,40,0,3,4.0,0,8,0,2,9,1,0,6,2,19.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,74.0,185.5,76.0,41.0,2059.7839037131216,54,78,0,0,0.0,0,18,6,30,51,1,2,29,16,44.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,185.0,79.0,42.0,1705.900681933336
94,0,17,17,0,2,5.0,0,12,2,3,15,2,0,36,15,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,69.0,146.0,72.0,42.5,1439.4158494105634,16,20,2,1,2.0,0,11,4,1,11,4,1,20,6,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,71.0,144.5,70.0,39.0,1635.2594038997984
95,1,110,123,0,0,0.0,0,76,29,5,83,26,1,46,18,73.0,34.0,117.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,156.0,74.0,41.0,1788.9860117861608,65,68,0,3,,0,49,16,0,61,4,0,32,15,51.0,22.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.0,170.0,71.74353448275862,40.03962201591512,1515.0252600145743
96,1,67,67,0,0,0.0,0,32,2,33,67,0,0,56,17,56.0,19.0,66.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,145.0,69.0,39.0,1904.418800686936,52,52,0,0,,0,36,13,3,52,0,0,26,11,42.0,23.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
97,1,34,137,0,2,14.0,0,25,6,3,20,13,1,28,16,20.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,77.0,255.0,79.0,44.0,1624.590067980975,21,60,0,0,0.0,0,13,7,1,13,8,0,25,9,19.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,73.0,204.0,71.74353448275862,40.03962201591512,1440.711472613791
98,1,75,135,1,2,4.0,1,61,14,0,42,17,16,42,28,47.0,39.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,74.0,186.0,75.5,46.0,1564.0305395321195,17,29,0,1,2.0,0,10,3,4,15,2,0,14,6,10.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,77.0,186.0,80.0,44.0,1335.788165383967
99,0,9,9,0,1,3.0,0,5,2,2,7,2,0,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.0,264.5,76.0,44.5,1484.0137805522704,19,34,0,0,0.0,0,13,6,0,5,9,5,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
